v_4,v_3,v_2,v_1,v_0,f_1,f_2,f_3,f_4,"w_1,1","w_1,2","w_1,3","w_1,4","w_2,1","w_2,2","w_2,3","w_2,4","w_3,1","w_3,2","w_3,3","w_3,4","w_4,1","w_4,2","w_4,3","w_4,4",CycleLenMSQ,NumAttractors,GenotypeCount,Robustness_std,Robustness_mean,Evolvability
1,0,0,0,0,0010001000100010,0000111011101111,0100010011111101,0011111100111011,-3,-2,2,-1,1,-2,-2,3,0,3,-1,2,0,3,3,-1,5.0,2,60,0.014706818461491229,0.043750000000000004,96
1,0,0,0,0,0010001000100010,0000111011101111,0100010011111101,0011101100110011,-3,-2,2,-1,1,-2,-2,3,0,3,-1,1,0,3,3,-1,5.0,2,60,0.014706818461491229,0.043750000000000004,95
1,0,0,0,0,0010001010111010,0000111011101111,0100010011111101,0011101100110011,-3,-2,2,-1,2,-2,-2,3,-1,3,-1,1,2,3,3,-1,4.666666666666667,3,4,0.007365695637359871,0.010416666666666666,82
1,0,0,0,0,0010001010111010,0000111000001110,0100010011111101,0011101100110011,-3,-2,2,-1,2,-2,-2,3,-1,3,-1,1,2,0,3,-1,5.0,2,4,0.007365695637359871,0.010416666666666666,72
1,0,0,0,0,0010001010111010,0000111000001110,0100010000000000,0011101100110011,-3,-2,1,-1,2,-2,-3,3,-1,3,0,1,2,0,-3,-1,1.0,1,80,0.011876827344782688,0.052083333333333336,87
1,0,0,0,0,0010001010111010,0000101000001010,0100010000000000,0011101100110011,-3,-3,1,-1,2,-2,-3,3,-1,3,0,1,2,0,-3,-1,1.0,1,300,0.01577474540500076,0.075,97
1,0,0,0,0,0010001010111010,0000101000000000,0100010000000000,0011101100110011,-3,-3,1,-1,2,-2,-3,3,-1,3,0,1,2,-3,-3,-1,1.0,1,400,0.013176156917368247,0.08333333333333333,102
1,0,0,0,0,0010001010111010,0000101000000000,0100010000000000,0011001100110010,-3,-3,1,-1,2,-2,-3,3,-1,3,0,-1,2,-3,-3,-1,1.0,1,400,0.013176156917368247,0.08333333333333333,103
1,0,0,0,0,0010001010111010,0101111100000101,0100010000000000,0011001100110010,-3,1,1,-1,2,0,-3,3,-1,1,0,-1,2,-1,-3,-1,1.0,1,300,0.01858206688924952,0.06805555555555555,98
1,0,0,0,0,0010001010111010,0111111100000101,0100010000000000,0011001100110010,-3,2,1,-1,2,1,-3,3,-1,2,0,-1,2,-3,-3,-1,1.0,1,20,0.009316949906249124,0.041666666666666664,87
1,0,0,0,0,0010001010111010,0111111100000101,0111011100010001,0011001100110010,-3,2,1,-1,2,1,1,3,-1,2,0,-1,2,-3,-1,-1,2.5,2,15,0.016077551253875316,0.02638888888888889,82
1,0,0,0,0,0010001010111010,0111111100000101,0111011101110111,0011001100110010,-3,2,1,-1,2,1,1,3,-1,2,0,-1,2,-3,0,-1,2.5,2,20,0.016137430609197572,0.041666666666666664,88
1,0,0,0,0,0010001000000000,0111111100000101,0111011101110111,0011001100110010,-3,2,1,-1,1,1,1,3,0,2,0,-1,-3,-3,0,-1,2.5,2,400,0.018633899812498248,0.08333333333333333,106
1,0,0,0,0,0010001010111011,0111111100000101,0111011101110111,0011001100110010,-3,2,1,-1,1,1,1,3,0,2,0,-1,3,-3,0,-1,13.0,2,300,0.022779471481745448,0.06805555555555555,101
1,0,0,0,0,0011001111111011,0111111100000101,0111011101110111,0011001100110010,-1,2,1,-1,3,1,1,3,-1,2,0,-1,2,-3,0,-1,2.5,2,20,0.016137430609197572,0.041666666666666664,91
1,0,0,0,0,0011000011110011,0111111100000101,0111011101110111,0011001100110010,-2,2,1,-1,3,1,1,3,-3,2,0,-1,3,-3,0,-1,5.0,2,300,0.022779471481745448,0.06805555555555555,101
1,0,0,0,0,0011000011110011,0111111100000101,0101010001010100,0011001100110010,-2,2,2,-1,3,1,-1,3,-3,2,-1,-1,3,-3,0,-1,7.0,3,60,0.017684488303120617,0.03680555555555556,85
1,0,0,0,0,0011000011110011,0111111100000101,0101010011010100,0011001100110010,-2,2,3,-1,3,1,-2,3,-3,2,-2,-1,3,-3,1,-1,7.0,3,15,0.016077551253875316,0.02638888888888889,85
1,0,0,0,0,0011000011110011,0111111100000101,0101010011010100,0010000000000000,-2,2,3,-3,3,1,-2,1,-3,2,-2,-3,3,-3,1,-3,8.5,2,540,0.020467139154041327,0.08599537037037037,114
1,0,0,0,0,0011000011110011,0111111100000101,0101010011010101,0010000000000000,-2,2,2,-3,3,1,-1,1,-3,2,-1,-3,3,-3,1,-3,8.5,2,2160,0.020467139154041327,0.08599537037037037,123
1,0,0,0,0,0011000011110011,0111111100010101,0101010011010101,0010000000000000,-2,2,2,-3,3,1,-1,1,-3,1,-1,-3,3,-2,1,-3,5.0,2,8640,0.021752178221344037,0.09641203703703705,131
1,0,0,0,0,0011000011110011,0111111100010101,0101010011010101,0011000000110000,-2,2,2,-2,3,1,-1,3,-3,1,-1,-3,3,-2,1,0,8.5,2,3600,0.021789404846857267,0.07013888888888889,112
1,0,0,0,0,0011000011110011,0011101100000000,0101010011010101,0011000000110000,-2,-1,2,-2,3,2,-1,3,-3,1,-1,-3,3,-3,1,0,8.5,2,900,0.02050669869476861,0.059722222222222225,104
1,0,0,0,0,0011000011111011,0011101100000000,0101010011010101,0011000000110000,-1,-1,2,-2,2,2,-1,3,-2,1,-1,-3,3,-3,1,0,8.5,2,60,0.01272937693043289,0.03333333333333333,94
1,0,0,0,0,0011000011111011,0011101100000000,0101010011010101,0111000001110000,-1,-1,2,1,2,2,-1,1,-2,1,-1,-3,3,-3,1,0,7.0,3,16,0.009021097956087902,0.015625,84
1,0,0,0,0,0011000011111011,0011101100000010,0101010011010101,0111000001110000,-1,-2,2,1,2,3,-1,1,-2,1,-1,-3,3,-3,1,0,7.0,3,64,0.011646187382811405,0.026041666666666668,89
1,0,0,0,0,0011000011111011,0011101100000010,0101010011111101,0111000001110000,-1,-2,2,1,2,3,-1,1,-2,1,-1,-3,3,-3,2,0,8.5,2,64,0.013779954745128076,0.036458333333333336,90
1,0,0,0,0,0011000011111011,0011101100000010,0101010011111101,0111000000000000,-1,-2,2,1,2,3,-1,1,-2,1,-1,-3,3,-3,2,-3,8.5,2,96,0.014731391274719742,0.041666666666666664,102
1,0,0,0,0,0011111111111111,0011101100000010,0101010011111101,0111000000000000,-2,-2,2,1,3,3,-1,1,3,1,-1,-3,3,-3,2,-3,1.0,2,3456,0.019427558254160322,0.10127314814814814,135
1,0,0,0,0,0011111111111111,0011000000000000,0101010011111101,0111000000000000,-2,-2,2,1,3,3,-1,1,3,-3,-1,-3,3,-3,2,-3,1.0,2,17280,0.020248014792866146,0.13252314814814814,146
1,0,0,0,0,0011111111111111,0011000010110010,0101010011111101,0111000000000000,-2,-2,2,1,3,3,-1,1,3,-3,-1,-3,3,1,2,-3,1.0,2,3456,0.019427558254160322,0.10127314814814814,135
1,0,0,0,0,0011111111111111,0011000010110010,0101010011111101,0111000011110101,-2,-2,2,2,3,3,-1,1,3,-3,-1,-3,3,1,2,2,1.0,3,576,0.01639887420752865,0.08043981481481481,122
1,0,0,0,0,0010111110111111,0011000010110010,0101010011111101,0111000011110101,-2,-2,2,2,1,3,-1,1,3,-3,-1,-3,2,1,2,2,1.75,4,80,0.011219093348196886,0.03333333333333333,99
1,0,0,0,0,0010000010110010,0011000010110010,0101010011111101,0111000011110101,-3,-2,2,2,1,3,-1,1,-3,-3,-1,-3,3,1,2,2,2.5,2,192,0.016652192789280276,0.045138888888888895,101
1,0,0,0,0,0010000010110010,0011000010110010,0101010011111101,0111000111110111,-3,-2,2,1,1,3,-1,1,-3,-3,-1,-1,3,1,2,1,1.0,1,3072,0.022982990095266886,0.07378472222222222,117
1,0,0,0,0,0010000010110010,0011000010110010,0101010011111101,0010000010100010,-3,-2,2,-3,1,3,-1,1,-3,-3,-1,-2,3,1,2,2,1.0,1,768,0.017447700731112657,0.05034722222222223,109
1,0,0,0,0,0010000010110010,0010000010100010,0101010011111101,0010000010100010,-3,-3,2,-3,1,1,-1,1,-3,-2,-1,-2,3,2,2,2,1.0,1,768,0.016652192789280276,0.045138888888888895,112
1,0,0,0,0,0010000010110010,0000000010000000,0101010011111101,0010000010100010,-3,-3,2,-3,1,-3,-1,1,-3,-3,-1,-2,3,1,2,2,1.0,1,6912,0.020262895138902313,0.09953703703703703,134
1,0,0,0,0,0111000111110011,0000000010000000,0101010011111101,0010000010100010,1,-3,2,-3,2,-3,-1,1,-2,-3,-1,-2,1,1,2,2,1.0,1,2304,0.017206098087174194,0.08564814814814814,129
1,0,0,0,0,0111000111110011,0000101010001010,0101010011111101,0010000010100010,1,-3,2,-3,2,-1,-1,1,-2,2,-1,-2,1,1,2,2,8.5,2,64,0.011646187382811405,0.026041666666666668,99
1,0,0,0,0,0111000111110011,0000101010001010,0000000011101000,0010000010100010,1,-3,-2,-3,2,-1,-2,1,-2,2,-2,-2,1,1,3,2,1.0,2,80,0.013621559198564606,0.028125,103
1,0,0,0,0,0111000111110011,0000101010001010,0000000011101000,0010101010101011,1,-3,-2,-3,2,-1,-2,1,-2,2,-2,1,1,1,3,2,1.0,2,80,0.012586506222494347,0.02291666666666667,108
1,0,0,0,0,0111000111110011,0000101010001010,0000000011101000,0010101010101111,1,-3,-2,-3,2,-1,-2,1,-2,2,-2,2,1,1,3,2,1.0,2,20,0.012586506222494347,0.02291666666666667,95
1,0,0,0,0,0111000111110011,0000101010001010,0010000011111010,0010101010101111,1,-3,-2,-3,2,-1,1,1,-2,2,-2,2,1,1,3,2,1.0,2,4,0.007365695637359871,0.010416666666666666,81
1,0,0,0,0,0111000111110011,0000101010001010,0111000111111111,0010101010101111,1,-3,1,-3,2,-1,1,1,-2,2,-1,2,1,1,2,2,8.5,2,20,0.008462540004829126,0.02291666666666667,91
1,0,0,0,0,0111000111110011,0000101010001010,0111000111111111,0011111111111111,1,-3,1,-2,2,-1,1,3,-2,2,-1,3,1,1,2,3,8.5,2,720,0.015232554420163325,0.08252314814814815,125
1,0,0,0,0,0111000111110011,0010101110101011,0111000111111111,0011111111111111,1,-3,1,-2,2,2,1,3,-2,2,-1,3,1,1,2,3,1.0,2,720,0.015232554420163325,0.08252314814814815,125
1,0,0,0,0,0111000111110011,0010101110101011,0111000111110011,0011111111111111,1,-3,1,-2,2,2,2,3,-2,2,-2,3,1,1,1,3,1.0,2,576,0.01639887420752865,0.08043981481481481,122
1,0,0,0,0,0111000111110011,0010101110101011,0111000111110011,0000111111001111,1,-3,1,0,2,2,2,-2,-2,2,-2,3,1,1,1,1,1.0,2,64,0.011646187382811405,0.036458333333333336,88
1,0,0,0,0,0111000111110011,0010101110101011,0111000111110011,0100111111001111,1,-3,1,1,2,2,2,-2,-2,2,-2,3,1,1,1,1,1.0,2,16,0.010416666666666666,0.020833333333333332,88
1,0,0,0,0,0111000111110011,0010101110101011,0111000101110001,0100111111001111,1,-3,1,1,2,2,1,-2,-2,2,-1,3,1,1,0,1,3.6666666666666665,3,60,0.017684488303120617,0.03680555555555556,91
1,0,0,0,0,0111000111110011,0010101110101011,0111000101110001,0101111111111111,1,-3,1,1,2,2,1,0,-2,2,-1,1,1,1,0,1,3.6666666666666665,3,2160,0.021752178221344037,0.09641203703703705,125
1,0,0,0,0,0111000111110011,0010101110101011,0111000101110001,0100110011001101,1,-3,1,1,2,2,1,-3,-2,2,-1,1,1,1,0,2,3.0,4,240,0.017684488303120617,0.03680555555555556,104
1,0,0,0,0,0111000101110001,0010101110101011,0111000101110001,0100110011001101,1,-3,1,1,1,2,1,-3,-1,2,-1,1,0,1,0,2,1.0,3,900,0.022737091032979027,0.05277777777777778,107
1,0,0,0,0,0111000101110001,0010101110101011,0111000101110001,0100110011011101,1,-3,1,2,1,2,1,-3,-1,2,-1,1,0,1,0,2,1.0,3,225,0.022737091032979027,0.05277777777777778,94
1,0,0,0,0,0111000101110001,0010101110101011,0111000111110011,0100110011011101,1,-3,1,2,1,2,2,-3,-1,2,-2,1,0,1,1,2,1.0,3,60,0.017684488303120617,0.03680555555555556,91
1,0,0,0,0,0111000101110001,0010101110101011,0111000111110011,0100010011011100,1,-3,1,2,1,2,2,-3,-1,2,-2,-1,0,1,1,2,1.0,2,60,0.017684488303120617,0.03680555555555556,89
1,0,0,0,0,0111000101110001,0010101110101011,0111111111111111,0100010011011100,1,-3,1,2,1,2,1,-3,-1,2,1,-1,0,1,1,2,1.0,3,1215,0.016077551253875316,0.10972222222222222,139
1,0,0,0,0,0111000101110001,0010101110101011,0100111111001111,0100010011011100,1,-3,1,2,1,2,-2,-3,-1,2,3,-1,0,1,1,2,1.0,3,15,0.016077551253875316,0.02638888888888889,81
1,0,0,0,0,0111000101110001,0010101110101011,0100111111001111,0100010001000100,1,-3,1,1,1,2,-2,-3,-1,2,3,0,0,1,1,0,1.0,3,225,0.02050669869476861,0.059722222222222225,94
1,0,0,0,0,0111000111110011,0010101110101011,0100111111001111,0100010001000100,1,-3,1,1,2,2,-2,-3,-2,2,3,0,1,1,1,0,1.0,3,60,0.014706818461491229,0.043750000000000004,91
1,0,0,0,0,0111000111110011,0010101110101011,0100111111001111,0101010001000100,1,-3,1,3,2,2,-2,-2,-2,2,3,-1,1,1,1,-1,1.0,3,4,0.007365695637359871,0.010416666666666666,82
1,0,0,0,0,0111000111110011,0000100010001010,0100111111001111,0101010001000100,1,-3,1,3,2,-2,-2,-2,-2,1,3,-1,1,2,1,-1,2.5,2,16,0.009021097956087902,0.015625,90
1,0,0,0,0,0111000111110011,0000100010001010,0100111101001111,0101010001000100,1,-3,1,3,2,-2,-2,-2,-2,1,3,-1,1,2,0,-1,2.5,2,64,0.010416666666666666,0.03125,90
1,0,0,0,0,0101000011010000,0000100010001010,0100111101001111,0101010001000100,2,-3,1,3,-1,-2,-2,-2,-3,1,3,-1,1,2,0,-1,2.5,2,16,0.007365695637359871,0.020833333333333332,82
1,0,0,0,0,0101000011010000,0000100010001010,0100111101001111,0101111101001101,2,-3,1,2,-1,-2,-2,-1,-3,1,3,2,1,2,0,-1,5.0,2,64,0.010416666666666666,0.03125,91
1,0,0,0,0,0101000011010000,0000100010001010,0100111101001111,0101111101001111,2,-3,1,2,-1,-2,-2,-1,-3,1,3,3,1,2,0,-1,1.0,2,16,0.007365695637359871,0.020833333333333332,81
1,0,0,0,0,0101000011010000,0100110111001111,0100111101001111,0101111101001111,2,1,1,2,-1,-3,-2,-1,-3,3,3,3,1,1,0,-1,1.0,2,16,0.009021097956087902,0.026041666666666668,81
1,0,0,0,0,0101000011010000,0101110111011111,0100111101001111,0101111101001111,2,2,1,2,-1,-1,-2,-1,-3,1,3,3,1,1,0,-1,2.0,3,20,0.006669921080659218,0.028125,84
1,0,0,0,0,0101000011010000,0101110111011111,0101111101011111,0101111101001111,2,2,1,2,-1,-1,0,-1,-3,1,1,3,1,1,0,-1,1.0,2,100,0.016666666666666666,0.05416666666666667,101
1,0,0,0,0,0101000011010000,0101110111011111,0111111101011111,0101111101001111,2,2,2,2,-1,-1,1,-1,-3,1,2,3,1,1,-1,-1,1.0,2,30,0.007316426217258846,0.03333333333333333,98
1,0,0,0,0,0101000011010000,0101110111011111,0101111101001101,0101111101001111,2,2,2,2,-1,-1,-1,-1,-3,1,2,3,1,1,-1,-1,1.0,1,20,0.008462540004829126,0.02291666666666667,95
1,0,0,0,0,0101000011010000,0101110111011111,0101110101000101,0101111101001111,2,2,2,2,-1,-1,-1,-1,-3,1,1,3,1,1,-1,-1,1.0,1,20,0.004166666666666667,0.012499999999999999,94
1,0,0,0,0,0101000011010000,0101110111011111,0111111101110111,0101111101001111,2,2,2,2,-1,-1,2,-1,-3,1,1,3,1,1,-1,-1,1.0,2,30,0.007316426217258846,0.03333333333333333,98
1,0,0,0,0,0101000011010000,0101000011010100,0111111101110111,0101111101001111,2,2,2,2,-1,-1,2,-1,-3,-2,1,3,1,1,-1,-1,8.5,2,24,0.009509072178909133,0.03125,92
1,0,0,0,0,0101000011010000,0101000011010100,0111111111111111,0101111101001111,2,2,1,2,-1,-1,1,-1,-3,-2,1,3,1,1,1,-1,1.0,2,324,0.007365695637359871,0.09375,136
1,0,0,0,0,0101000011010000,0101000011010100,0111111111111111,0000111000001010,2,2,1,-2,-1,-1,1,-1,-3,-2,1,3,1,1,1,-1,1.0,2,324,0.007365695637359871,0.09375,137
1,0,0,0,0,0101000011010000,0101000011010100,0100110011001100,0000111000001010,2,2,1,-2,-1,-1,-3,-1,-3,-2,1,3,1,1,1,-1,1.0,3,4,0.007365695637359871,0.010416666666666666,77
1,0,0,0,0,0101000011010000,0101000011010100,0100110011001100,0010111100101011,2,2,1,-2,-1,-1,-3,2,-3,-2,1,3,1,1,1,-1,1.75,4,4,0.007365695637359871,0.010416666666666666,76
1,0,0,0,0,0111000111110001,0101000011010100,0100110011001100,0010111100101011,2,2,1,-2,2,-1,-3,2,-3,-2,1,3,1,1,1,-1,1.75,4,4,0.007365695637359871,0.010416666666666666,76
1,0,0,0,0,0111000111110001,0000000011000000,0100110011001100,0010111100101011,2,-2,1,-2,2,-3,-3,2,-3,-3,1,3,1,3,1,-1,2.0,3,20,0.009316949906249124,0.041666666666666664,87
1,0,0,0,0,0111000111110001,0000000011000000,0000110011001100,0010111100101011,2,-2,0,-2,2,-3,-3,2,-3,-3,1,3,1,3,1,-1,1.75,4,80,0.012968645414571595,0.057291666666666664,90
1,0,0,0,0,0111000111110001,0011000011110011,0000110011001100,0010111100101011,2,-2,0,-2,2,3,-3,2,-3,-3,1,3,1,3,1,-1,1.6,5,60,0.018435505489525394,0.042013888888888885,85
1,0,0,0,0,0111000111110001,0010000010110010,0000110011001100,0010111100101011,2,-3,0,-2,2,1,-3,2,-3,-3,1,3,1,3,1,-1,1.0,3,48,0.015816724963792186,0.03993055555555556,87
1,0,0,0,0,0111000111110001,0010101110111111,0000110011001100,0010111100101011,2,-3,0,-2,2,1,-3,2,-3,3,1,3,1,3,1,-1,1.0,2,64,0.018229166666666668,0.044270833333333336,90
1,0,0,0,0,0111000111110001,0010101110111111,0100110111001101,0010111100101011,2,-3,2,-2,2,1,-3,2,-3,3,2,3,1,3,1,-1,17.0,3,16,0.01584052742265161,0.028645833333333332,89
1,0,0,0,0,0111000011110001,0010101110111111,0100110111001101,0010111100101011,1,-3,2,-2,1,1,-3,2,-3,3,2,3,2,3,1,-1,17.0,3,64,0.01584052742265161,0.028645833333333332,102
1,0,0,0,0,0111111111111111,0010101110111111,0100110111001101,0010111100101011,1,-3,2,-2,1,1,-3,2,1,3,2,3,1,3,1,-1,1.0,2,1296,0.01584052742265161,0.11197916666666667,147
1,0,0,0,0,0111111111111111,0010000010111010,0100110111001101,0010111100101011,1,-3,2,-2,1,1,-3,2,1,-2,2,3,1,3,1,-1,2.5,2,324,0.007365695637359871,0.09375,136
1,0,0,0,0,0111111111111111,0010000010111010,0100110111011101,0010111100101011,1,-3,2,-2,1,1,-2,2,1,-2,1,3,1,3,1,-1,2.5,2,1296,0.010416666666666666,0.10416666666666667,144
1,0,0,0,0,0011101111111111,0010000010111010,0100110111011101,0010111100101011,-2,-3,2,-2,3,1,-2,2,1,-2,1,3,3,3,1,-1,8.5,2,96,0.012028130608117202,0.041666666666666664,100
1,0,0,0,0,0011101111111111,0010000010111010,0101110111011111,0010111100101011,-2,-3,2,-2,3,1,-1,2,1,-2,1,3,3,3,1,-1,8.5,2,120,0.010381886380365314,0.043750000000000004,103
1,0,0,0,0,0011101111111111,0010000010111010,0101010011011101,0010111100101011,-2,-3,3,-2,3,1,-2,2,1,-2,-1,3,3,3,2,-1,8.5,2,24,0.009509072178909133,0.03125,93
1,0,0,0,0,0011101111111111,0010000010111010,0101010011011101,0000111000001000,-2,-3,3,-2,3,1,-2,-2,1,-2,-1,3,3,3,2,-2,5.0,2,120,0.01394952043513935,0.043750000000000004,107
1,0,0,0,0,0011101111111111,0010000010111010,0101010011011101,0000111010001111,-2,-3,3,-2,3,1,-2,-2,1,-2,-1,3,3,3,2,2,1.0,2,96,0.009509072178909133,0.03125,102
1,0,0,0,0,0011101111111111,0010000010111010,0101010011011101,0000100010001100,-2,-3,3,-2,3,1,-2,-3,1,-2,-1,1,3,3,2,2,3.6666666666666665,3,96,0.010842010413886107,0.036458333333333336,100
1,0,0,0,0,0011101111111111,0010000010111010,0101010011011101,0000100011101111,-2,-3,3,-2,3,1,-2,-2,1,-2,-1,2,3,3,2,3,1.0,2,96,0.009509072178909133,0.03125,102
1,0,0,0,0,0011001111111011,0010000010111010,0101010011011101,0000100011101111,-1,-3,3,-2,3,1,-2,-2,-1,-2,-1,2,2,3,2,3,5.0,2,16,0.007365695637359871,0.010416666666666666,89
1,0,0,0,0,0011001111111011,0010111110111111,0101010011011101,0000100011101111,-1,-2,3,-2,3,1,-2,-2,-1,3,-1,2,2,2,2,3,3.6666666666666665,3,20,0.004166666666666667,0.012499999999999999,95
1,0,0,0,0,0011001111111011,0011111110111111,0101010011011101,0000100011101111,-1,-2,3,-2,3,3,-2,-2,-1,3,-1,2,2,1,2,3,2.0,3,24,0.006014065304058601,0.020833333333333332,98
1,0,0,0,0,0011001111111011,0011111100101011,0101010011011101,0000100011101111,-1,-2,3,-2,3,3,-2,-2,-1,3,-1,2,2,-2,2,3,2.0,3,16,0.007365695637359871,0.010416666666666666,95
1,0,0,0,0,0011001111111011,0011001000100000,0101010011011101,0000100011101111,-1,-2,3,-2,3,3,-2,-2,-1,-2,-1,2,2,-2,2,3,2.5,2,20,0.010206207261596574,0.012499999999999999,99
1,0,0,0,0,0011001111111011,0011001011111011,0101010011011101,0000100011101111,-1,-2,3,-2,3,3,-2,-2,-1,-2,-1,2,2,3,2,3,1.0,2,16,0.007365695637359871,0.010416666666666666,95
1,0,0,0,0,0011001111111011,0000000011101010,0101010011011101,0000100011101111,-1,-2,3,-2,3,-1,-2,-2,-1,-1,-1,2,2,3,2,3,5.0,2,4,0.0,0.0,86
1,0,0,0,0,0011000011110011,0000000011101010,0101010011011101,0000100011101111,-2,-2,3,-2,3,-1,-2,-2,-3,-1,-1,2,3,3,2,3,32.5,2,60,0.016077551253875316,0.02638888888888889,96
1,0,0,0,0,0011000011110011,0100000011111111,0101010011011101,0000100011101111,-2,1,3,-2,3,-1,-2,-2,-3,-1,-1,2,3,3,2,3,1.0,2,60,0.016077551253875316,0.02638888888888889,94
1,0,0,0,0,0011000011110011,0100000001000000,0101010011011101,0000100011101111,-2,1,3,-2,3,-3,-2,-2,-3,-3,-1,2,3,0,2,3,1.0,2,1200,0.01858206688924952,0.06805555555555555,110
1,0,0,0,0,0011001111110011,0100000001000000,0101010011011101,0000100011101111,0,1,3,-2,2,-3,-2,-2,-1,-3,-1,2,1,0,2,3,2.0,3,320,0.010673907047874583,0.057291666666666664,99
1,0,0,0,0,0011001111110011,0100000001000000,0101010000000000,0000100011101111,0,1,2,-2,2,-3,-1,-2,-1,-3,-1,2,1,0,-3,3,2.5,2,1600,0.011458333333333334,0.06979166666666667,106
1,0,0,0,0,0011001111110011,0100000001000000,0101010000000000,0000110011101111,0,1,2,-1,2,-3,-1,-2,-1,-3,-1,2,1,0,-3,3,2.5,2,400,0.011458333333333334,0.06979166666666667,97
1,0,0,0,0,0011001111110011,0100000001000000,0101110100000100,0000110011101111,0,1,2,-1,2,-3,-1,-2,-1,-3,1,2,1,0,-2,3,2.5,2,320,0.012968645414571595,0.06770833333333333,94
1,0,0,0,0,0011001111110011,0100000001000000,0101110100000100,0101110111111111,0,1,2,2,2,-3,-1,-1,-1,-3,1,1,1,0,-2,2,2.5,2,1920,0.014295270034888126,0.08854166666666667,107
1,0,0,0,0,0011001111110011,0100000001000000,0101110101010101,0101110111111111,0,1,3,2,2,-3,-1,-1,-1,-3,1,1,1,0,-1,2,13.0,2,480,0.012251582475262049,0.078125,102
1,0,0,0,0,0011001111110011,0100000001000000,0101110111011111,0101110111111111,0,1,2,2,2,-3,-1,-1,-1,-3,1,1,1,0,1,2,1.0,2,2400,0.012940725801100153,0.090625,113
1,0,0,0,0,0011001111110011,0100000001000000,0101110111011111,0000100011101111,0,1,2,-2,2,-3,-1,-2,-1,-3,1,2,1,0,1,3,2.0,3,1600,0.011458333333333334,0.06979166666666667,109
1,0,0,0,0,0111001111110011,0100000001000000,0101110111011111,0000100011101111,1,1,2,-2,3,-3,-1,-2,-2,-3,1,2,1,0,1,3,1.0,2,400,0.010206207261596576,0.05416666666666667,109
1,0,0,0,0,0111001111110011,0100000001000000,0100110011001101,0000100011101111,1,1,1,-2,3,-3,-3,-2,-2,-3,1,2,1,0,2,3,2.0,3,320,0.009316949906249124,0.041666666666666664,111
1,0,0,0,0,0111001111110011,0101010001000000,0100110011001101,0000100011101111,1,2,1,-2,3,-1,-3,-2,-2,-1,1,2,1,-1,2,3,1.75,4,80,0.010206207261596574,0.012499999999999999,110
1,0,0,0,0,0111001111110011,0101010001000000,0100110011001101,0000100010101010,1,2,1,-3,3,-1,-3,-1,-2,-1,1,1,1,-1,2,2,1.75,4,20,0.010206207261596574,0.012499999999999999,100
1,0,0,0,0,0111001111110011,0101010101010000,0100110011001101,0000100010101010,1,2,1,-3,3,0,-3,-1,-2,-1,1,1,1,-1,2,2,1.0,3,16,0.007365695637359871,0.010416666666666666,86
1,0,0,0,0,0111001111110011,0101010101010000,0000100011001100,0000100010101010,1,2,-1,-3,3,0,-3,-1,-2,-1,1,1,1,-1,2,2,1.0,3,4,0.007365695637359871,0.010416666666666666,73
1,0,0,0,0,0111001111110011,0101111101010101,0000100011001100,0000100010101010,1,2,-1,-3,3,0,-3,-1,-2,1,1,1,1,-1,2,2,1.0,3,4,0.005208333333333333,0.015625,72
1,0,0,0,0,0111011111111111,0101111101010101,0000100011001100,0000100010101010,1,2,-1,-3,1,0,-3,-1,0,1,1,1,1,-1,2,2,1.0,2,144,0.013694629127545406,0.07523148148148148,106
1,0,0,0,0,0111011111111111,0101111111111111,0000100011001100,0000100010101010,1,1,-1,-3,1,0,-3,-1,0,1,1,1,1,1,2,2,1.0,2,1296,0.01791179113488676,0.11921296296296297,140
1,0,0,0,0,0011001011111111,0101111111111111,0000100011001100,0000100010101010,-1,1,-1,-3,2,0,-3,-1,-1,1,1,1,3,1,2,2,2.0,3,36,0.012665548974675514,0.05960648148148148,107
1,0,0,0,0,0011001011111111,0101111111111111,0000110011001100,0000100010101010,-1,1,0,-3,2,0,-3,-1,-1,1,1,1,3,1,1,2,2.0,3,144,0.015549801901093058,0.07523148148148148,108
1,0,0,0,0,0010000011111111,0101111111111111,0000110011001100,0000100010101010,-1,1,0,-3,1,0,-3,-1,-1,1,1,1,3,1,1,2,2.5,2,144,0.015549801901093058,0.07523148148148148,107
1,0,0,0,0,0010000011111111,0100110111011111,0000110011001100,0000100010101010,-1,1,0,-3,1,-3,-3,-1,-1,3,1,1,3,3,1,2,2.5,2,64,0.018229166666666668,0.044270833333333336,89
1,0,0,0,0,0010000011111111,0100110111011111,0000110011001100,0010101110111011,-1,1,0,-3,1,-3,-3,3,-1,3,1,1,3,3,1,1,3.6666666666666665,3,256,0.019661027175184243,0.0546875,97
1,0,0,0,0,0010000011111111,0100110111011111,0100110111001101,0010101110111011,-1,1,2,-3,1,-3,-3,3,-1,3,2,1,3,3,1,1,1.0,3,64,0.017469281074217108,0.0390625,96
1,0,0,0,0,0010000011111111,0100110111011111,0000100010001000,0010101110111011,-1,1,-3,-3,1,-3,-3,3,-1,3,1,1,3,3,1,1,1.0,2,384,0.020339191864340245,0.059895833333333336,109
1,0,0,0,0,0010000011111111,0100110011001100,0000100010001000,0010101110111011,-1,1,-3,-3,1,-3,-3,3,-1,1,1,1,3,1,1,1,1.0,1,24,0.012757759076995718,0.03125,91
