v_4,v_3,v_2,v_1,v_0,f_1,f_2,f_3,f_4,"w_1,1","w_1,2","w_1,3","w_1,4","w_2,1","w_2,2","w_2,3","w_2,4","w_3,1","w_3,2","w_3,3","w_3,4","w_4,1","w_4,2","w_4,3","w_4,4",CycleLenMSQ,NumAttractors,GenotypeCount,Robustness_std,Robustness_mean,Evolvability,metagraph_x,metagraph_y
0,0,0,2,12,0101010101010101,0011101100111011,0000111100001111,0000000011111111,1,-2,-2,-2,0,3,0,0,0,1,3,0,0,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.563479,0.684861
0,0,0,2,12,0101010101010101,0011001100110000,0000111100001111,0000000011111111,1,0,-2,-2,0,2,0,0,0,-1,3,0,0,-1,0,3,1.0,14,13500,0.0338821999318554,0.11041666666666668,106,0.499163,0.601155
0,0,0,2,12,0101010101010101,0011001111110011,0000111100001111,0000000011111111,1,0,-2,-2,0,2,0,0,0,-1,3,0,0,1,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.454968,0.694487
0,0,0,2,12,0101010101010101,0011111100110011,0000111100001111,0000000011111111,1,0,-2,-2,0,2,0,0,0,1,3,0,0,-1,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.443426,0.636471
0,0,0,2,12,0101010101010101,0111001100110001,0000111100001111,0000000011111111,1,1,-2,-2,0,2,0,0,0,-1,3,0,0,-1,0,3,1.0,14,13500,0.033071891388307385,0.10000000000000002,115,0.520013,0.849108
0,0,0,2,12,0101010101010101,0111001101110011,0000111100001111,0000000011111111,1,1,-2,-2,0,2,0,0,0,-1,3,0,0,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.53013,0.619109
0,0,0,2,12,0101010101010101,0111011100110011,0000111100001111,0000000011111111,1,1,-2,-2,0,2,0,0,0,0,3,0,0,-1,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.464713,0.815685
0,0,0,2,12,0101010001010100,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,-1,3,0,0,-1,0,3,0,0,0,0,3,1.0,14,13500,0.0338821999318554,0.11041666666666668,106,0.302779,-0.845147
0,0,0,2,12,0101010011010101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,-1,3,0,0,-1,0,3,0,1,0,0,3,1.0,14,13500,0.033071891388307385,0.10000000000000002,115,0.121393,-1.22877
0,0,0,2,12,0101010101000100,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,-1,3,0,0,0,0,3,0,-1,0,0,3,1.0,14,13500,0.0338821999318554,0.11041666666666668,106,0.218045,-0.859052
0,0,0,2,12,0101010111011101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,-1,3,0,0,0,0,3,0,1,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.154244,-0.981181
0,0,0,2,12,0101110101000101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,-1,3,0,0,1,0,3,0,-1,0,0,3,1.0,14,13500,0.033071891388307385,0.10000000000000002,115,0.216513,-1.07886
0,0,0,2,12,0101110101011101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,-1,3,0,0,1,0,3,0,0,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.224089,-0.935186
0,0,0,2,12,0101010101010000,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,0,3,0,0,-1,0,3,0,-1,0,0,3,1.0,14,13500,0.0338821999318554,0.11041666666666668,106,0.409849,-0.623137
0,0,0,2,12,0101010111110101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,0,3,0,0,-1,0,3,0,1,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.190709,-0.915992
0,0,0,2,12,0101111101010101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,0,3,0,0,1,0,3,0,-1,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.231329,-0.726641
0,0,0,2,12,0111010101010001,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,1,3,0,0,-1,0,3,0,-1,0,0,3,1.0,14,13500,0.033071891388307385,0.10000000000000002,115,0.199308,-1.04542
0,0,0,2,12,0111010101110101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,1,3,0,0,-1,0,3,0,0,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.383206,-0.790114
0,0,0,2,12,0111011101010101,0011001100110011,0000111100001111,0000000011111111,2,-2,-2,-2,1,3,0,0,0,0,3,0,-1,0,0,3,1.0,14,13500,0.03347949724997541,0.11562500000000002,105,0.236777,-0.814071
0,0,0,2,12,0101010101010101,0011001100110011,0000111100001110,0000100011111111,1,-2,-1,-1,0,3,-1,-1,0,0,3,1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.290871,-0.097657
0,0,0,2,12,0101010101010101,0011001100110011,0000111100001110,0010000011111111,1,-2,-1,-1,0,3,-1,1,0,0,3,-1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.339129,-0.015142
0,0,0,2,12,0101010101010101,0011001100110011,0000111100001110,0100000011111111,1,-2,-1,1,0,3,-1,-1,0,0,3,-1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.22876,-0.048492
0,0,0,2,12,0101010101010101,0011001100110011,0000111110001111,0000000011111110,1,-2,-1,-1,0,3,-1,-1,0,0,3,-1,0,0,1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.683705,-0.074318
0,0,0,2,12,0101010101010101,0011001100110011,0000111110001111,0010000011111111,1,-2,-1,-1,0,3,-1,1,0,0,3,-1,0,0,1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.632252,-0.089044
0,0,0,2,12,0101010101010101,0011001100110011,0000111110001111,0100000011111111,1,-2,-1,1,0,3,-1,-1,0,0,3,-1,0,0,1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.533325,0.183341
0,0,0,2,12,0101010101010101,0011001100110011,0010111100001111,0000000011111110,1,-2,-1,-1,0,3,1,-1,0,0,3,-1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.250353,0.068827
0,0,0,2,12,0101010101010101,0011001100110011,0010111100001111,0000100011111111,1,-2,-1,-1,0,3,1,-1,0,0,3,1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.287405,-0.147374
0,0,0,2,12,0101010101010101,0011001100110011,0010111100001111,0100000011111111,1,-2,-1,1,0,3,1,-1,0,0,3,-1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.305234,0.053095
0,0,0,2,12,0101010101010101,0011001100110011,0100111100001111,0000000011111110,1,-2,1,-1,0,3,-1,-1,0,0,3,-1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.143575,0.108652
0,0,0,2,12,0101010101010101,0011001100110011,0100111100001111,0000100011111111,1,-2,1,-1,0,3,-1,-1,0,0,3,1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.069783,0.024145
0,0,0,2,12,0101010101010101,0011001100110011,0100111100001111,0010000011111111,1,-2,1,-1,0,3,-1,1,0,0,3,-1,0,0,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.11675,0.062613
0,0,0,2,12,0101010101010101,0011001100110010,0000111100001111,0000100011111111,1,-1,-2,-1,0,3,0,-1,0,-1,3,1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.916226,0.353165
0,0,0,2,12,0101010101010101,0011001100110010,0000111100001111,0010000011111111,1,-1,-2,-1,0,3,0,1,0,-1,3,-1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.849009,0.421112
0,0,0,2,12,0101010101010101,0011001100110010,0000111100001111,0100000011111111,1,-1,-2,1,0,3,0,-1,0,-1,3,-1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.847292,0.408967
0,0,0,2,12,0101010101010101,0011001110110011,0000111100001111,0000000011111110,1,-1,-2,-1,0,3,0,-1,0,-1,3,-1,0,1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.748916,0.63446
0,0,0,2,12,0101010101010101,0011001110110011,0000111100001111,0000100011111111,1,-1,-2,-1,0,3,0,-1,0,-1,3,1,0,1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.894071,0.459337
0,0,0,2,12,0101010101010101,0011001110110011,0000111100001111,0100000011111111,1,-1,-2,1,0,3,0,-1,0,-1,3,-1,0,1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.822903,0.417695
0,0,0,2,12,0101010101010101,0011101100110011,0000111100001111,0000000011111110,1,-1,-2,-1,0,3,0,-1,0,1,3,-1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.718284,0.49983
0,0,0,2,12,0101010101010101,0011101100110011,0000111100001111,0010000011111111,1,-1,-2,-1,0,3,0,1,0,1,3,-1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.686992,0.572826
0,0,0,2,12,0101010101010101,0011101100110011,0000111100001111,0100000011111111,1,-1,-2,1,0,3,0,-1,0,1,3,-1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.997644,0.238775
0,0,0,2,12,0101010101010101,0111001100110011,0000111100001111,0000000011111110,1,1,-2,-1,0,3,0,-1,0,-1,3,-1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.704234,0.561639
0,0,0,2,12,0101010101010101,0111001100110011,0000111100001111,0000100011111111,1,1,-2,-1,0,3,0,-1,0,-1,3,1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.970422,0.670948
0,0,0,2,12,0101010101010101,0111001100110011,0000111100001111,0010000011111111,1,1,-2,-1,0,3,0,1,0,-1,3,-1,0,-1,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.815692,0.479125
0,0,0,2,12,0101010101010101,0011001100110010,0000111110001111,0000000011111111,1,-1,-1,-2,0,3,-1,0,0,-1,3,0,0,-1,1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.371953,0.847245
0,0,0,2,12,0101010101010101,0011001100110010,0010111100001111,0000000011111111,1,-1,-1,-2,0,3,1,0,0,-1,3,0,0,-1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.338512,0.830045
0,0,0,2,12,0101010101010101,0011001100110010,0100111100001111,0000000011111111,1,-1,1,-2,0,3,-1,0,0,-1,3,0,0,-1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.25386,0.833407
0,0,0,2,12,0101010101010101,0011001110110011,0000111100001110,0000000011111111,1,-1,-1,-2,0,3,-1,0,0,-1,3,0,0,1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.306133,0.979986
0,0,0,2,12,0101010101010101,0011001110110011,0010111100001111,0000000011111111,1,-1,-1,-2,0,3,1,0,0,-1,3,0,0,1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.194882,0.799281
0,0,0,2,12,0101010101010101,0011001110110011,0100111100001111,0000000011111111,1,-1,1,-2,0,3,-1,0,0,-1,3,0,0,1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.042795,0.872883
0,0,0,2,12,0101010101010101,0011101100110011,0000111100001110,0000000011111111,1,-1,-1,-2,0,3,-1,0,0,1,3,0,0,-1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.107354,0.806374
0,0,0,2,12,0101010101010101,0011101100110011,0000111110001111,0000000011111111,1,-1,-1,-2,0,3,-1,0,0,1,3,0,0,-1,1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.394642,0.859011
0,0,0,2,12,0101010101010101,0011101100110011,0100111100001111,0000000011111111,1,-1,1,-2,0,3,-1,0,0,1,3,0,0,-1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.038574,0.702997
0,0,0,2,12,0101010101010101,0111001100110011,0000111100001110,0000000011111111,1,1,-1,-2,0,3,-1,0,0,-1,3,0,0,-1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,-0.207244,0.936977
0,0,0,2,12,0101010101010101,0111001100110011,0000111110001111,0000000011111111,1,1,-1,-2,0,3,-1,0,0,-1,3,0,0,-1,1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.414277,0.924436
0,0,0,2,12,0101010101010101,0111001100110011,0010111100001111,0000000011111111,1,1,-1,-2,0,3,1,0,0,-1,3,0,0,-1,-1,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,-0.224714,0.8487
0,0,0,2,12,0101010101010100,0011001100110011,0000111100001111,0000100011111111,3,-2,-2,-1,-1,3,0,-1,-1,0,3,1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.516409,-0.792423
0,0,0,2,12,0101010101010100,0011001100110011,0000111100001111,0010000011111111,3,-2,-2,-1,-1,3,0,1,-1,0,3,-1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.491845,-0.807809
